Donor,Acceptor,Donor Smiles,Acceptor Smiles,Donor_can_smiles,Acceptor_can_smiles,PCE
D-0F,C8-ITIC,CCC(CCCC)CC(S1)=CC=C1C2=C(C=C(C3=CC=C(C(S4)=C5C(C(C6=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C6C5=O)=O)=C4C7=CC=CS7)S3)S8)C8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C2SC=C%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(C(C(CCCCCCCC)(CCCCCCCC)C5=CC(C(SC6=C7SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C6)=C7C%10(CCCCCCCC)CCCCCCCC)=C%10C=C5%11)=C%11S4)S3,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1scc2)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1cccs1)CC,CCCCCCCCC1(CCCCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(CCCCCCCC)CCCCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,11.6
D-2F,C8-ITIC,CCC(CCCC)CC(S1)=CC=C1C2=C(C=C(C3=C(F)C=C(C(S4)=C5C(C(C6=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C6C5=O)=O)=C4C7=CC(F)=CS7)S3)S8)C8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C2SC=C%10,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(C(C(CCCCCCCC)(CCCCCCCC)C5=CC(C(SC6=C7SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C6)=C7C%10(CCCCCCCC)CCCCCCCC)=C%10C=C5%11)=C%11S4)S3,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1scc2)c1ccc(s1)CC(CCCC)CC)c1sc(cc1F)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1scc(c1)F)CC,CCCCCCCCC1(CCCCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(CCCCCCCC)CCCCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,12.2
D-4F,C8-ITIC,CCC(CCCC)CC(S1)=CC=C1C2=C(C(F)=C(C3=C(F)C=C(C(S4)=C5C(C(C6=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C6C5=O)=O)=C4C7=CC(F)=CS7)S3)S8)C8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C2SC=C%10F,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(C(C(CCCCCCCC)(CCCCCCCC)C5=CC(C(SC6=C7SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C6)=C7C%10(CCCCCCCC)CCCCCCCC)=C%10C=C5%11)=C%11S4)S3,CCCCC(Cc1ccc(s1)c1c2sc(c(c2c(c2c1c(F)cs2)c1ccc(s1)CC(CCCC)CC)F)c1sc(cc1F)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1scc(c1)F)CC,CCCCCCCCC1(CCCCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(CCCCCCCC)CCCCCCCC)sc(c5)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2,8.8
D-0F,ITIC,CCC(CCCC)CC(S1)=CC=C1C2=C(C=C(C3=CC=C(C(S4)=C5C(C(C6=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C6C5=O)=O)=C4C7=CC=CS7)S3)S8)C8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C2SC=C%10,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1scc2)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1cccs1)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,8
D-2F,ITIC,CCC(CCCC)CC(S1)=CC=C1C2=C(C=C(C3=C(F)C=C(C(S4)=C5C(C(C6=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C6C5=O)=O)=C4C7=CC(F)=CS7)S3)S8)C8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C2SC=C%10,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1scc2)c1ccc(s1)CC(CCCC)CC)c1sc(cc1F)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1scc(c1)F)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,8.9
D-4F,ITIC,CCC(CCCC)CC(S1)=CC=C1C2=C(C(F)=C(C3=C(F)C=C(C(S4)=C5C(C(C6=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C6C5=O)=O)=C4C7=CC(F)=CS7)S3)S8)C8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C2SC=C%10F,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4C=C(C(C9=CC=C(CCCCCC)C=C9)(C%10=CC=C(CCCCCC)C=C%10)C%11=C%12SC%13=C%11SC(/C=C%14C(C(C=CC=C%15)=C%15C/%14=C(C#N)\C#N)=O)=C%13)C%12=C8)=C5S3,CCCCC(Cc1ccc(s1)c1c2sc(c(c2c(c2c1c(F)cs2)c1ccc(s1)CC(CCCC)CC)F)c1sc(cc1F)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1scc(c1)F)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cccc2,4.4
D-0F,IT-4F,CCC(CCCC)CC(S1)=CC=C1C2=C(C=C(C3=CC=C(C(S4)=C5C(C(C6=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C6C5=O)=O)=C4C7=CC=CS7)S3)S8)C8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C2SC=C%10,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC%11=C9SC(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%11)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1scc2)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1cccs1)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,7.8
D-2F,IT-4F,CCC(CCCC)CC(S1)=CC=C1C2=C(C=C(C3=C(F)C=C(C(S4)=C5C(C(C6=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C6C5=O)=O)=C4C7=CC(F)=CS7)S3)S8)C8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C2SC=C%10,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC%11=C9SC(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%11)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1scc2)c1ccc(s1)CC(CCCC)CC)c1sc(cc1F)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1scc(c1)F)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,10.9
D-4F,IT-4F,CCC(CCCC)CC(S1)=CC=C1C2=C(C(F)=C(C3=C(F)C=C(C(S4)=C5C(C(C6=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C6C5=O)=O)=C4C7=CC(F)=CS7)S3)S8)C8=C(C9=CC=C(CC(CCCC)CC)S9)C%10=C2SC=C%10F,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC%11=C9SC(/C=C%12/C(C(C=C(F)C(F)=C%13)=C%13C%12=O)=C(C#N)\C#N)=C%11)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C(C#N)/C#N,CCCCC(Cc1ccc(s1)c1c2sc(c(c2c(c2c1c(F)cs2)c1ccc(s1)CC(CCCC)CC)F)c1sc(cc1F)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1scc(c1)F)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc5c(c4C(c3cc2c2c1c1sc(cc1s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)sc(c5)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,9.9
PffBT4T-2DT,FBR,FC(C(F)=C(C1=NSN=C12)C3=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(S3)C4=CC5=C(C=C(C)S5)S4)=C2C6=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S6,O=C(N1CC)/C(SC1=S)=C/C(C2=NSN=C23)=CC=C3C4=CC(C5(CCCCCCCCC)CCCCCCCCC)=C(C=C4)C6=C5C=C(C7=CC=C(/C=C(C(N8CC)=O)\SC8=S)C9=NSN=C97)C=C6,CCCCCCCCCCCCC(Cc1cc(sc1C)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CC(CCCCCCCCCCCC)CCCCCCCCCC)c1cc2c(s1)cc(s2)C)CCCCCCCCCC,CCCCCCCCCC1(CCCCCCCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(c2c1nsn2)/C=C/1\SC(=S)N(C1=O)CC)c1ccc(c2c1nsn2)/C=C/1\SC(=S)N(C1=O)CC,7.8
PffBT4T-2DT,IDTBR,FC(C(F)=C(C1=NSN=C12)C3=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(S3)C4=CC5=C(C=C(C)S5)S4)=C2C6=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S6,O=C(N1CC)/C(SC1=S)=C/C(C2=NSN=C23)=CC=C3C4=CC(C(CCCCCCCCC)(CCCCCCCCC)C5=C6)=C(S4)C5=CC(C7(CCCCCCCCC)CCCCCCCCC)=C6C8=C7C=C(S8)C9=CC=C(/C=C(C(N%10CC)=O)\SC%10=S)C%11=NSN=C%119,CCCCCCCCCCCCC(Cc1cc(sc1C)c1c(F)c(F)c(c2c1nsn2)c1sc(c(c1)CC(CCCCCCCCCCCC)CCCCCCCCCC)c1cc2c(s1)cc(s2)C)CCCCCCCCCC,CCCCCCCCCC1(CCCCCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)c1ccc(c2c1nsn2)/C=C/1\SC(=S)N(C1=O)CC)(CCCCCCCCC)CCCCCCCCC)c1ccc(c2c1nsn2)/C=C/1\SC(=S)N(C1=O)CC,9.95
PBDB-T,Y1,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,CCC(CN1N=C2C3=C(C4=C(C2=N1)C5=C(C6=C(S5)C=C(/C=C7/C(C8=C(C7=O)C=CC=C8)=C(C#N)\C#N)S6)N4CC(CC)CCCC)N(CC(CC)CCCC)C9=C3SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=CC=C%12)=C(C#N)\C#N)=C%10)CCCC,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCC(Cn1c2c(c3c1c1sc(cc1s3)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cccc3)c1nn(nc1c1c2n(CC(CCCC)CC)c2c1sc1c2sc(c1)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cccc2)CC(CCCC)CC)CC,13.42
PBDB-T,Y2,CC1=CC=C(C2=C(C(C3=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C3C4=O)=O)C4=C(S2)C(S5)=CC=C5C6=CC7=C(S6)C(C8=CC=C(CC(CC)CCCC)S8)=C9C(SC(C)=C9)=C7C%10=CC=C(CC(CC)CCCC)S%10)S1,CCC(CN1N=C2C3=C(C4=C(C2=N1)C5=C(C6=C(S5)C=C(/C=C7/C(C8=CSC=C8C7=O)=C(C#N)\C#N)S6)N4CC(CC)CCCC)N(CC(CC)CCCC)C9=C3SC%10=C9SC(/C=C%11/C(C%12=CSC=C%12C%11=O)=C(C#N)\C#N)=C%10)CCCC,CCCCC(Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)C)c1ccc(s1)CC(CCCC)CC)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1CC(CCCC)CC)CC(CCCC)CC)c1ccc(s1)C)CC,CCCCC(Cn1c2c(c3c1c1c(c4c3nn(n4)CC(CCCC)CC)c3c(n1CC(CCCC)CC)c1c(s3)cc(s1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)csc3)sc1c2sc(c1)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)csc2)CC,13.4
P3TEA,SF-PDI2,CC1=CC=C(C2=C(F)C(F)=C(C3=CC=C(S3)C4=C(C(CCCCCC)CCCCCCC)C=C(C5=C(C(OC(CCCCCCCCCC)CCCCCCCC)=O)C=C(C6=C(F)C(F)=C(C7=CC(C(OC(CCCCCCCCCC)CCCCCCCC)=O)=C(C8=CC(C(CCCCCC)CCCCCCC)=C(C)S8)S7)C9=NSN=C69)S5)S4)C%10=NSN=C%102)S1,CCCCCCC(N1C(C2=C3C(C4=CC=C3C1=O)=C(C=C2)C5=C(C4=CC=C6C(N(C(CCCCCC)CCCCCC)C7=O)=O)C6=C7C=C5C8=CC(C9(C%10=C%11C=CC=C%10)C%12=C%11C=CC=C%12)=C(C%13=C9C=C(C=C%13)C%14=CC%15=C%16C(C%17=CC=C%16C(N(C(CCCCCC)CCCCCC)C%15=O)=O)=C%14C%18=C%19C%17=CC=C%20C%19=C(C(N(C(CCCCCC)CCCCCC)C%20=O)=O)C=C%18)C=C8)=O)CCCCCC,CCCCCCCCCCC(OC(=O)c1cc(sc1c1cc(c(s1)c1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)C)C(CCCCCCC)CCCCCC)c1c(F)c(F)c(c2c1nsn2)c1cc(c(s1)c1cc(c(s1)C)C(CCCCCCC)CCCCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCC)CCCCCCCC,CCCCCCC(n1c(=O)c2cc(c3ccc4c(c3)C3(c5c4ccc(c5)c4cc5c(=O)n(C(CCCCCC)CCCCCC)c(=O)c6c5c5c4c4ccc7c8c4c(c5cc6)ccc8c(=O)n(c7=O)C(CCCCCC)CCCCCC)c4ccccc4c4c3cccc4)c3c4c2c(c1=O)ccc4c1c2c3ccc3c2c(cc1)c(=O)n(c3=O)C(CCCCCC)CCCCCC)CCCCCC,9.5
PM6,Y11,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,CCC(CN1N=C2C3=C(C4=C(C2=N1)C5=C(C6=C(S5)C=C(/C=C7/C(C8=C(C7=O)C=C(F)C(F)=C8)=C(C#N)\C#N)S6)N4CC(CC)CCCC)N(CC(CC)CCCC)C9=C3SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10)CCCC,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCC(Cn1c2c(c3c1c1c(c4c3nn(n4)CC(CCCC)CC)c3c(n1CC(CCCC)CC)c1c(s3)cc(s1)/C=C\1/C(=C(C#N)C#N)c3c(C1=O)cc(c(c3)F)F)sc1c2sc(c1)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)CC,13.8
PM6,IDST-4F,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,FC(C(F)=C1)=CC2=C1C(C(/C2=C(C#N)\C#N)=C\C3=CC(C(CCCCCC)(CCCCCC)C4=C5C=C(C(CCCCCC)(CCCCCC)C6=C7SC(C8=C(SCC(CCCC)CC)C=C(/C=C9\C(C%10=C(C=C(F)C(F)=C%10)C9=O)=C(C#N)\C#N)S8)=C6)C7=C4)=C5S3)=O,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCC1(CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)c1sc(cc1SCC(CCCC)CC)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)cc(c(c2)F)F)(CCCCCC)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(c(c2)F)F,14.3
PM6,ID-4F,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C/C(S3)=CC4=C3C5=CC(C(CCCCCC)(CCCCCC)C6=C7SC(/C=C8/C(C(C=C(F)C(F)=C9)=C9C8=O)=C(C#N)\C#N)=C6)=C7C=C5C4(CCCCCC)CCCCCC)=C(C#N)/C#N,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCC1(CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F)(CCCCCC)CCCCCC)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cc(c(c2)F)F,6.4
BDT-ffBX-DT,SFPDI,CC(S1)=CC(C1=C2)=CC3=C2C=C(C4=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C5=C(F)C(F)=C(C6=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=CS6)C7=NON=C57)S4)S3,CCCCCC(CCCCC)N1C(C2=C3C(C4=CC=C3C1=O)=C(C5=C(C6=C7C=C5C(C=C8)=CC(C(C9=C%10C=CC=C9)%11C%12=C%10C=CC=C%12)=C8C%13=C%11C=C(C%14=CC%15=C%16C(C%17=CC=C%16C(N(C%15=O)C(CCCCC)CCCCC)=O)=C%14C%18=C%19C%17=CC=C%20C%19=C(C=C%18)C(N(C%20=O)C(CCCCC)CCCCC)=O)C=C%13)C4=CC=C6C(N(C7=O)C(CCCCC)CCCCC)=O)C=C2)=O,CCCCCCCCCCCCC(Cc1csc(c1)c1c(F)c(F)c(c2c1non2)c1cc(c(s1)c1cc2c(s1)cc1c(c2)sc(c1)C)CC(CCCCCCCCCCCC)CCCCCCCCCC)CCCCCCCCCC,CCCCCC(n1c(=O)c2cc(c3ccc4c(c3)C3(c5c4ccc(c5)c4cc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6c5c5c4c4ccc7c8c4c(c5cc6)ccc8c(=O)n(c7=O)C(CCCCC)CCCCC)c4ccccc4c4c3cccc4)c3c4c2c(c1=O)ccc4c1c2c3ccc3c2c(cc1)c(=O)n(c3=O)C(CCCCC)CCCCC)CCCCC,6.2
PM6,a-IT,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,ClC1=CC(C(/C(C2=O)=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)C6=C7C=C8C(C(SC9=C%10SC%11=C9SC(/C=C%12C(C(C=CC(Cl)=C%13)=C%13C\%12=C(C#N)\C#N)=O)=C%11)=C%10C8(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)=C6)=C7S3)=C(C#N)\C#N)=C2C=C1,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc3c4sc(cc4C(c3cc2c2c1c1sc3c(c1s2)sc(c3)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)Cl)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C=C/1\C(=O)c2c(C1=C(C#N)C#N)cc(cc2)Cl,11.46
PM6,N7IT,FC1=C(CC(CC)CCCC)SC(C2=C(SC(C)=C3)C3=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6)S5)=C1,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C(C4=C5C6=C(C=C(/C=C7C(C(C=C(Cl)C=C8)=C8C\7=C(C#N)\C#N)=C)S6)N4CCCCCCCC)=C(S5)C9=C2C=C%10C(C(C%11=C%10SC%12=C%11SC(/C=C%13C(C(C=C(Cl)C=C%14)=C%14C/%13=C(C#N)/C#N)=O)=C%12)(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=C9,CCCCC(Cc1sc(c2c1C(=O)c1c(sc(c1C2=O)c1ccc(s1)C)c1ccc(s1)c1sc2c(c1)c(c1cc(c(s1)CC(CCCC)CC)F)c1c(c2c2cc(c(s2)CC(CCCC)CC)F)cc(s1)C)CC(CCCC)CC)CC,CCCCCCCCn1c2cc(sc2c2c1c1c(s2)c2c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c2)C(c2ccc(cc2)CCCCCC)(c2ccc(cc2)CCCCCC)c2c1sc1c2sc(c1)/C=C\1/C(=O)c2c(C1=C(C#N)C#N)ccc(c2)Cl)/C=C/1\C(=C)c2c(C1=C(C#N)C#N)ccc(c2)Cl,13.82
