idx,smiles
123,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(CC(CC)CCCC)C=C(/C=C5C(C(C=CC=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)/C#N)CC(CC)CCCC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
124,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC=C3C4=CC=C5C(C(CCCCCC)(CCCCCC)C6=C5SC(/C=C7C(C(C=CC=C8)=C8C\7=C(C#N)/C#N)=O)=C6)=C4
125,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CC)CCCC)CC(CC)CCCC)=C(S3)C5=C4C=C(S5)C6=C(OC)C(F)=C(C(S7)=CC8=C7C(SC(/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CC(CC)CCCC)CC(CC)CCCC)C(OC)=C6F
126,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C=C(/C=C%10C(C(C=CC(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)S9)C=C52)SC(/C=C%12C(C(C=CC(F)=C%13)=C%13C\%12=C(C#N)\C#N)=O)=C4
127,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C(SC5=C6SC7=C5C(C8=CC=C(CCCCCC)C=C8)(C9=CC=C(CCCCCC)C=C9)C%10=C7SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%10)=C6C4(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14
128,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C(C(C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCC)CCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCC)CCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O
129,CC(C)(C)C1=CC(C2=C3C=CC(C(C)(C)C)=C2)=C(C=C1)N3CCCCCCN4C5=CC=CC=C5SC6=C4C=CC(/C=C(C#N)/C#N)=C6
130,O=C1C(C=C(Br)C(Br)=C2)=C2C(/C1=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(CCCCCC)C=C6)4C7=CC=C(CCCCCC)C=C7)C8=C(C=C(C(C(C9=CC=C(CCCCCC)C=C9)%10C%11=CC=C(CCCCCC)C=C%11)=C([Se]%12)C%13=C%10C=C(/C=C%14/C(C%15=C(C=C(Br)C(Br)=C%15)C%14=O)=C(C#N)\C#N)S%13)C%12=C8)[Se]5)=C(C#N)/C#N
131,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(C=C%13/C=C%14C(C%15=CSC=C%15C\%14=C(C#N)/C#N)=O)=C(S%13)S%12
132,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC(C3=C4C5=C(C6=C7C8=CC9=C6C(C(N(C(CCCCCC)CCCCCC)C9=O)=O)=C5)C%10=C(C7=C(C%11=C8C%12=C(C%13=C%14C=CC%15=C%13C(C(N(C(CCCCCC)CCCCCC)C%15=O)=O)=C%12)C%16=C(C%14=CC=C%17C(N(C(CCCCCC)CCCCCC)C%18=O)=O)C%17=C%18C=C%16%11)C=C%19C(N(C(CCCCCC)CCCCCC)C%20=O)=O)C%19=C%20C=C%103)=C%21C%22=C(C%23=C(C%24=CC(C%25=C(C%26=C%27C(C%28=C%29C%30=CC%31=C%32C(C%33=C%34C=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O)=C%30C%35=C%28C=C(C(N(C(CCCCCC)CCCCCC)C%36=O)=O)C%37=C%36C=C(C%38=C%34C%39=CC%40=C%41C(C%42=CC=C%41C(N(C(CCCCCC)CCCCCC)C%40=O)=O)=C%39C%43=C%38C=C(C(N(C(CCCCCC)CCCCCC)C%44=O)=O)C%45=C%44C=CC%42=C%43%45)C%33=C%35%37)=CC%46=C%26C(C(N(C(CCCCCC)CCCCCC)C%46=O)=O)=C%25)C%47=C(C%27=C%29C=C%48C(N(C(CCCCCC)CCCCCC)C%49=O)=O)C%48=C%49C=C%47)=CC(C%50=C(C%51=C%52C(C%53=C%54C%55=CC%56=C%57C(C%58=C%59C=C%57C(N(C(CCCCCC)CCCCCC)C%56=O)=O)=C%55C%60=C%53C=C(C(N(C(CCCCCC)CCCCCC)C%61=O)=O)C%62=C%61C=C(C%63=C%59C%64=CC%65=C%66C(C%67=CC=C%66C(N(C(CCCCCC)CCCCCC)C%65=O)=O)=C%64C%68=C%63C=C(C(N(C(CCCCCC)CCCCCC)C%69=O)=O)C%70=C%69C=CC%67=C%68%70)C%58=C%60%62)=CC%71=C%51C(C(N(C(CCCCCC)CCCCCC)C%71=O)=O)=C%50)C%72=C(C%52=C%54C=C%73C(N(C(CCCCCC)CCCCCC)C%74=O)=O)C%73=C%74C=C%72)=C%24)C=C(C(N(C(CCCCCC)CCCCCC)C%75=O)=O)C%76=C%75C=C4C%21=C%23%76)C=CC1=C%222
133,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC(C6=CC=C(C7=CC=C(C(C=CC(C8=CC=C(C9=C(C(N%10C(CCCCC)CCCCC)=O)C%11=C(C%12=C9)C(C%13=CC=C(C%14=O)C%15C%13=C%12C=CC%15C(N%14C(CCCCC)CCCCC)=O)=CC=C%11C%10=O)S8)=C%16)=C%16C%17(CCCCCCCC)CCCCCCCC)C%17=C7)S6)=C%18C%19=C5C4=CC=C%19C(N(C(CCCCC)CCCCC)C%18=O)=O
134,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(C8=CC=C(/C=C9S/C(N(CCCC)C\9=O)=C(C#N)/C#N)C%10=NSN=C%108)=C7)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(SC(C%14=CC=C(/C=C%15S/C(N(CCCC)C\%15=O)=C(C#N)/C#N)C%16=NSN=C%16%14)=C%17)=C%17S%13
135,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C3C4=CC=C5C6=C4C(C7=C(C8=CC=C(C9=CC=C(C(C=C%10C(N(C(CCCCCC)CCCCCC)C%11=O)=O)=C%12C%13=CC=C%14C%15=C%13C(C%16=CC=C%11C%10=C%12%16)=CC=C%15C(N(C(CCCCCC)CCCCCC)C%14=O)=O)C=C9C%17%18C%19=CC=CC=C%19C%20=C%18C=CC=C%20)C%17=C8)C=C1C2=C37)=CC=C6C(N(C(CCCCCC)CCCCCC)C5=O)=O
136,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C(CCCCCCCC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC(F)=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C(CCCCCCCC)=C8S5)=C(C#N)/C#N)C=C(F)C=C2
137,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5C=C(C6(CCCCCCCC)CCCCCCCC)C(C(C6=C7)=CC8=C7C(SC(/C=C9/C(C%10=C(C9=O)C=C(Cl)C(Cl)=C%10)=C(C#N)\C#N)=C%11)=C%11C8(CCCCCCCC)CCCCCCCC)=C4)=C5S3
138,O=C(N(CC(CC)CCCC)C1=O)C2=CC=C3C(C2=C1C=C4OC)=C4C5=CC=C(C(N6CC(CC)CCCC)=O)C7=C5C3=C(C8=CC=C(C(C=C9C(N(CC(CC)CCCC)C%10=O)=O)=C%11C%12=C9C%10=CC=C%12C%13=C(OC)C=C(C(N(CC(CC)CCCC)C%14=O)=O)C%15=C%14C=CC%11=C%13%15)S8)C=C7C6=O
139,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC6=C([C@H]7C(C=C(C8=C(C9=C%10C=C(C%11=O)C%12C9=C%13C=CC%12C(N%11C(CCCCC)CCCCC)=O)C(C%13=CC=C%14C(N(C(CCCCC)CCCCC)C%15=O)=O)=C%14C%15=C8)C%10=C%16)=C%16[C@@H]6C%17=C7C=CC=C%17)C=C5%18)=CC1C32)C%19=CC=C%20C%21=C%19C4=C%18C=C%21C(N(C(CCCCC)CCCCC)C%20=O)=O
140,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=C(C=C(C5(CCCCCCCC)CCCCCCCC)C(C6=C5C(C7(CCCCCCCC)CCCCCCCC)=C(C8=CC(C(C(C=C9)=CC=C9CCCCCC)(C%10=C%11SC(/C=C%12/C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)/C#N)=C%10)C(C=C%14)=CC=C%14CCCCCC)=C%11C=C78)S6)=C4)C%15=C2C=C(/C=C%16C(C(C=CC=C%17)=C%17C\%16=C(C#N)\C#N)=O)S%15
141,O=C1C(C=CC=C2)=C2C(/C1=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(CCCCCC)C=C6)4C7=CC=C(CCCCCC)C=C7)C8=C(C(C(OCC(CCCC)CCCCCC)=N9)=C%10C(C8=CC=C%11N=C%12OCC(CCCC)CCCCCC)=C%11C(C%13=C%14C=CC9=C%13%10)=C%12C%15=C%14C(C(C%16=CC=C(CCCCCC)C=C%16)%17C%18=CC=C(CCCCCC)C=C%18)=C(S%15)C%19=C%17C=C(/C=C%20/C(C%21=C(C=CC=C%21)C%20=O)=C(C#N)\C#N)S%19)S5)=C(C#N)/C#N
142,O=C(N(C(CC)CC)C1=O)C2=CC=C3C4=C(C5=C6C=C(C(N(C(CC)CC)C7=O)=O)C8=C7C=C(C9=CC%10=C%11C(C%12=C(N%13CC(CC)CCCC)C=C%11C(N(C(CC)CC)C%10=O)=O)=C9C%14=CC=C(C(N(C(CC)CC)C%15=O)=O)C%16=C%15C=C%13C%12=C%14%16)C3=C58)C(N6CC(CCCC)CC)=CC1=C42
143,O=C(/C(S/1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=CC=C(/C=C%12S/C(N(CC)C\%12=O)=C(C#N)\C#N)C%13=NSN=C%11%13)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=C([N+]#[C-])\C#N
144,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(C8=CC=C(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)S8)=C7)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(SC(C%14=CC=C(/C=C%15C(C(C=CC=C%16)=C%16C\%15=C(C#N)/C#N)=O)S%14)=C%17)=C%17S%13
145,O=C1C2=C(C(/C1=C/C3=CC(SC(C4=C5C=C(C6=C(C7(CCCCCCCC)CCCCCCCC)C=C8C(C(C9=C8SC%10=C9SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%10)(CCCCCCCC)CCCCCCCC)=C6)C7=C4)=C%13C5(CCCCCCCC)CCCCCCCC)=C%13S3)=C(C#N)\C#N)C=CC=C2
146,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC(C3=CC4=C(C=C3)[C@H]5C6=C(C=CC(C7=C(C8=C9C=CC%10C8C(C(N(C(CCCCCC)CCCCCC)C%10=O)=O)=C7)C%11=CC=C%12C%13=C%11C9=CC=C%13C(N(C(CCCCCC)CCCCCC)C%12=O)=O)=C6)[C@@H]4C%14=C5C=CC(C%15=C(C%16=C%17C=CC%18C%16C(C(N(C(CCCCCC)CCCCCC)C%18=O)=O)=C%15)C%19=CC=C%20C%21=C%19C%17=CC=C%21C(N(C(CCCCCC)CCCCCC)C%20=O)=O)=C%14)=C(C%22=C%23C=CC1C%222)C%24=CC=C%25C%26=C%24C%23=CC=C%26C(N(C(CCCCCC)CCCCCC)C%25=O)=O
147,FC1=C(/C=C(C#N)/C#N)SC(C2=C(F)C(CCCCCCCC)=C(C3=C(F)C(CCCCCCCC)=C(C4=C(F)C(F)=C(C(S5)=C(CCCCCCCC)C(F)=C5C6=C(CCCCCCCC)C(F)=C(C7=C(CCCCCCCC)C(F)=C(/C=C(C#N)/C#N)S7)S6)S4)S3)S2)=C1CCCCCCCC
148,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC=C(C3=C4C5=CC1=C32)C6=C(C7=C(OCCO8)C8=C(C9=C(C%10=CC=C(C(N(C(CCCCC)CCCCC)C%11=O)=O)C%12=C%11C=C%13C%14=C%10%12)C(C%14=C(N%13CCCCCCCC)C=C%15C(N(C(CCCCC)CCCCC)C%16=O)=O)=C%15C%16=C9)S7)C=C%17C%18=C6C4=C(N5CCCCCCCC)C=C%18C(N(C(CCCCC)CCCCC)C%17=O)=O
149,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CC)CCCC)CC(CC)CCCC)=C(S3)C5=C4C=C(S5)C6=C(F)C=C(C(S7)=CC8=C7C(SC(/C=C9C(C(C=C(Cl)C(Cl)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CC(CC)CCCC)CC(CC)CCCC)C(F)=C6
150,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C4=C(SC(/C=C5C(C(C=CC=C6)=C6C\5=C(C#N)\C#N)=O)=C4)C7=C2C8=C(C9=C(S8)C(C=C%10)=C(S9)C%11=C%10C(SC(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)/C#N)=O)=C%14)=C%14C%11(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C=C7)C=C1
151,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C8=CC=C(CCCCCC)C=C8)C9=C(C(OCCCCCCCC)=C57)SC(C%10=C%11C=C(/C=C%12/C(C(C=C(Cl)C(Cl)=C%13)=C%13C%12=O)=C(C#N)/C#N)S%10)=C9C%11(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=C6S3)=C(C#N)\C#N
152,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(C=C4)=CC5=C4C6=CC(C(CC(CC)CCCC)(CC(CC)CCCC)C7=C8C=CC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CC(CC)CCCC)CC(CC)CCCC)N(CC)C1=S
153,O=C1C(C=CC(Br)=C2)=C2C(/C1=C/C(S3)=CC4=C3C5=C(C(C6=CC=C(CCCCCC)C=C6)4C7=CC=C(CCCCCC)C=C7)C8=C(C=C(C(C(C9=CC=C(CCCCCC)C=C9)%10C%11=CC=C(CCCCCC)C=C%11)=C([Se]%12)C%13=C%10C=C(/C=C%14/C(C%15=C(C=CC(Br)=C%15)C%14=O)=C(C#N)\C#N)S%13)C%12=C8)[Se]5)=C(C#N)/C#N
154,CCCCCCC1(CCCCCC)C2=C(SC(/C=C3C(C(C=C(Cl)C(Cl)=C4)=C4C\3=C(C#N)\C#N)=O)=C2)C5=C1C=C(C(S6)=CC7=C6C(SC(/C=C8C(C(C=C(Cl)C(Cl)=C9)=C9C\8=C(C#N)/C#N)=O)=C%10)=C%10C7(CCCCCC)CCCCCC)S5
155,CCCCC(CC)CC(C1=C2SC(C3=C(OCC(CC)CCCC)C=C(/C=C4/C(C(C=C5F)=C(C4=O)C=C5F)=C(C#N)/C#N)S3)=C1)(C6=C2SC(C7=C(OCC(CC)CCCC)C=C(/C=C8/C(C(C=C9F)=C(C8=O)C=C9F)=C(C#N)/C#N)S7)=C6)CC(CC)CCCC
156,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C5=CC(C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)C6=C7SC(/C=C8/C(C9=C(C8=O)C=CC=C9)=C(C#N)/C#N)=C6)=C7C=C5C4(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)=C(C#N)/C#N)C=CC=C2
157,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC(C6=CC=C(C7=CC=C(C8=C(C(N9C(CCCCC)CCCCC)=O)C%10=C(C%11=C8)C(C%12=CC=C(C%13=O)C%14C%12=C%11C=CC%14C(N%13C(CCCCC)CCCCC)=O)=CC=C%10C9=O)S7)S6)=C%15C%16=C5C4=CC=C%16C(N(C(CCCCC)CCCCC)C%15=O)=O
158,O=C(OCC)/C(C#N)=C/C1=CC=C(C2=CC(C3(CCCCCCCC)CCCCCCCC)=C(C=C2)C(C3=C4)=CC=C4C5=CC=C(/C=C(C(OCC)=O)\C#N)S5)S1
159,CCCCCCC1=CC=C(C(C2=CC=C(CCCCCC)C=C2)(O3)C4=C(SC(/C=C5C(C(C=CC(Cl)=C6)=C6C\5=C(C#N)\C#N)=O)=C4)C7=C3C8=C(S7)C9=C(C(SC(/C=C%10C(C(C=C(Cl)C=C%11)=C%11C\%10=C(C#N)/C#N)=O)=C%12)=C%12C(C%13=CC=C(CCCCCC)C=C%13)(C%14=CC=C(CCCCCC)C=C%14)O9)S8)C=C1
160,CCCCCCC1=CC=C(C(C2=CC=C(CCCCCC)C=C2)(C3=C4SC5=C(OCC(CC)CCCC)C6=C(C(OCC(CC)CCCC)=C35)SC(C7=C8C=C(/C=C9C%10=C(C=CC=C%10)C%11=C/9N=C(C#N)C(C#N)=N%11)S7)=C6C8(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)C%14=C4SC(/C=C%15C%16=C(C=CC=C%16)C%17=C/%15N=C(C#N)C(C#N)=N%17)=C%14)C=C1
161,FB1N2/C3=N\C(C4=C/5C=C(C=C(C(N(C(CCCCC)CCCCC)C6=O)=O)C6=C7)C7=C4)=NC5=N/C(N81)=C9C(C=C(C=C(C(N(C(CCCCC)CCCCC)C%10=O)=O)C%10=C%11)C%11=C9)=C8N=C2C%12=C3C=C(C=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C%13=C%14)C%14=C%12
162,O=C(N(C(CCC)CCC)C1=O)C2=CC=C(C3=C4C=CC1=C32)C5=CC(C(S6)=CC7=C6C(C8=CC=C(C9=CC%10=C%11C(C%12=CC=C%13C%14=C%12C%10=CC=C%14C(N(C(CCC)CCC)C%13=O)=O)=CC=C(C%15=O)C%11=C9C(N%15C(CCC)CCC)=O)S8)=C(C=C(C%16=CC%17=C%18C(C%19=CC=C%20C%21=C%19C%17=CC=C%21C(N(C(CCC)CCC)C%20=O)=O)=CC=C(C%22=O)C%18=C%16C(N%22C(CCC)CCC)=O)S%23)C%23=C7C%24=CC=C(C%25=C%26C%27=C(C%28=CC=C%27C(N(C(CCC)CCC)C%26=O)=O)C(C%29=CC=C(C(N(C(CCC)CCC)C%30=O)=O)C%31=C%30C=CC%28=C%29%31)=C%25)S%24)=C%32C%33=C5C4=CC=C%33C(N(C(CCC)CCC)C%32=O)=O
163,CCCCCCC1=CC=C(C(C2=CC=C(CCCCCC)C=C2)(O3)C4=C(SC(/C=C5C(C(C=CC(Cl)=C6)=C6C\5=C(C#N)\C#N)=O)=C4)C7=C3C8=C(S7)C9=C(C(SC(/C=C%10C(C(C=CC(Cl)=C%11)=C%11C\%10=C(C#N)/C#N)=O)=C%12)=C%12C(C%13=CC=C(CCCCCC)C=C%13)(C%14=CC=C(CCCCCC)C=C%14)O9)S8)C=C1
164,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6N(CCCCCCCC)C8=C7SC(/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C8)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(N(CCCCCCCC)C%14=C%15SC(/C=C%16C(C(C=C(F)C(F)=C%17)=C%17C\%16=C(C#N)/C#N)=O)=C%14)=C%15S%13
165,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C3C4=C(C5=C(C6=C7C8=C(C9=CC%10=C%11C(C%12=CC=C%11C(N(C(CCCCCC)CCCCCC)C%10=O)=O)=C9C%13=C8C=C(C(N(C(CCCCCC)CCCCCC)C%14=O)=O)C%15=C%14C=CC%12=C%13%15)S6)C=C(C(N(C(CCCCCC)CCCCCC)C%16=O)=O)C%17=C%16C=CC3=C5%17)C7=CC1=C42
166,O=C(/C(S/1)=C/C2=CC=C(C3=NSN=C32)C4=CC=C(C5=CC=C(C=C5C6(CCCCCCCC)CCCCCCCC)C7=CC=C(/C=C8C(N(/C(S/8)=C(C#N)/C#N)CC)=O)C9=NSN=C97)C6=C4)N(CC)C1=C(C#N)/C#N
167,O=C(N(C(CCCCC)CCCCC)C1=O)C(C1=C2)=CC(C2=C3)=CC4=C3C5=N/C4=N\C(N67)=C8C(C=C(C=C(C(N(C(CCCCC)CCCCC)C9=O)=O)C9=C%10)C%10=C8)=C6N=C%11N(B7OC%12=CC=CC=C%12)/C(C%13=C%11C=C%14C(C=C(C(N(C(CCCCC)CCCCC)C%15=O)=O)C%15=C%14)=C%13)=N\5
168,O=C(/C(S1)=C/C(C2=NSN=C32)=C(F)C(F)=C3C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=C(F)C(F)=C(/C=C%12SC(N(CC)C\%12=O)=S)C%13=NSN=C%11%13)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)N(CC)C1=S
169,O=C(N(C(CCCCCCC)CCCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC=C6C7=C5C4=CC=C7C(N(N8C(C9=CC=C%10C%11=C9C(C8=O)=CC=C%11C%12=CC=C(C%13=O)C%14C%12=C%10C=CC%14C(N%13C(CCCCCCC)CCCCCCC)=O)=O)C6=O)=O
170,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C3C4=CC=C5C6=C4C7=C8C3=C2C1=CC8=C(SC(C9=CC%10=C(C=C9C%11=CC%12=C%13C=C%14C%15=C(C%13=C%16C(C%17=CC=C%18C%19=O)=C%18C(C(N%19C(CCCCCC)CCCCCC)=O)=CC%16=C%12S%11)C%17=CC=C%15C(N(C(CCCCCC)CCCCCC)C%14=O)=O)C=C(C%20=CC%21=C(C=C%22C(N(C(CCCCCC)CCCCCC)C%23=O)=O)C%24=C%25C%26=C(C%27=CC%25=C%21S%20)C(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=CC=C%26C%28=CC=C%23C%22=C%24%28)C(C%29=CC%30=C%31C=C%32C%33=C%34C(C%35=CC=C%36C%37=C%35C(C(C=C%37C(N(C(CCCCCC)CCCCCC)C%36=O)=O)=C%30S%29)=C%34%31)=CC=C%33C(N(C(CCCCCC)CCCCCC)C%32=O)=O)=C%10)=C%38)C%38=C7C=C6C(N(C(CCCCCC)CCCCCC)C5=O)=O
171,O=C(/C(S1)=C/C(C2=NON=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NON=C9%11)=C7)=C8C=C6C5(CCCCCCCC)CCCCCCCC)N(CC)C1=S
172,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C#CC)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C#CC)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
173,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC(C7C8C=CC(C9=C(C%10=C%11C=CC%12C%10C(C(N(C(CCCCCC)CCCCCC)C%12=O)=O)=C9)C%13=CC=C%14C%15=C%13C%11=CC=C%15C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C7)=C(C8(C%16C%17C=CC(C%18=C(C%19=CC=C(C%20=O)C%21C%19=C%22C=CC%21C(N%20C(CCCCCC)CCCCCC)=O)C(C%22=CC=C%23C(N(C(CCCCCC)CCCCCC)C%24=O)=O)=C%23C%24=C%18)=C%16)C%25=C%17C=CC(C%26=C(C%27=C%28C=CC%29C%27C(C(N(C(CCCCCC)CCCCCC)C%29=O)=O)=C%26)C%30=CC=C%31C%32=C%30C%28=CC=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O)=C%25)C=C6)C=C%33C%34=C5C4=CC=C%34C(N(C(CCCCCC)CCCCCC)C%33=O)=O
