idx,smiles
62,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CCC(C3=C4C5=CC1=C32)=C6C(C7=CC8=C9C%10=C7C%11=CC=C(C(N%12C(CCCCCC)CCCCCC)=O)C%13=C%11C(C%10=C%14C=C9C(N(C(CCCCCC)CCCCCC)C8=O)=O)=C([Se]%14)C=C%13C%12=O)C=C%15C%16=C6C4=C([Se]5)C=C%16C(N(C(CCCCCC)CCCCCC)C%15=O)=O
63,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC3=C(C4=C5C=CC1C42)C6=C(C7=C3SC8=C7C(C(S9)=CC%10=C9C%11=C(C%12=C%10C=C(C%13=O)C%14C%12=C%15C=CC%14C(N%13C(CCCCCC)CCCCCC)=O)C(C%15=CC=C%16C(N(C(CCCCCC)CCCCCC)C%17=O)=O)=C%16C%17=C%11)=C%18C(C%19=C(C(C=C%20C(N(C(CCCCCC)CCCCCC)C%21=O)=O)=C%22C%23=C%20C%21=CC=C%23C%24=CC=C(C%25=O)C%26C%24=C%22C%19=CC%26C(N%25C(CCCCCC)CCCCCC)=O)S%18)=C8C(S%27)=CC%28=C%27C%29=CC%30C%31C%32=C%29C%33=C%28C=C(C(N%34C(CCCCCC)CCCCCC)=O)C%35=C%33C(C%32=CC=C%31C(N(C(CCCCCC)CCCCCC)C%30=O)=O)=CC=C%35C%34=O)C=C%36C%37=C6C5=CC=C%37C(N(C(CCC)CCC)C%36=O)=O
64,O=C1N(CCCCCC)C(C2=C1N=CC(C#CC3=CC=C(C#CC(C=C4)=NC5=C4C(N(C5=O)CCCCCC)=O)C6=NSN=C36)=C2)=O
65,S=C(S/1)N(CC)C(C1=C/C2=CC=C(C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(C=C3)C(C4=C5)=CC=C5C(C6=NSN=C67)=CC=C7/C=C8SC(N(C/8=O)CC)=S)C9=NSN=C29)=O
66,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(C%13=CC=C(C%14=C(C#N)C(C#N)=C(C(S%15)=CC=C%15C%16=CC(S%17)=C(S%16)C%18=C%17C%19=C(C(C%20=CC=C(CCCCCC)C=C%20)%18C%21=CC=C(CCCCCC)C=C%21)C=C%22C(C(C%23=C%22SC%24=C%23SC(/C=C%25C(C(C=C(F)C(F)=C%26)=C%26C\%25=C(C#N)/C#N)=O)=C%24)(C%27=CC=C(CCCCCC)C=C%27)C%28=CC=C(CCCCCC)C=C%28)=C%19)C%29=NSN=C%29%14)S%13)=C%30)=C%30S%12
67,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6[Se]C(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C([Se]C(/C=C%13C(C%14=CSC=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
68,O=C(C/1=C\C2=CC=C(C3=CC(OCC(CCCCCC)CCCCCCCC)=C(C4=CC=C(/C=C(/C(C5=C6C=C(F)C(F)=C5)=C(C#N)\C#N)C6=O)S4)C=C3OCC(CCCCCC)CCCCCCCC)S2)C7=C(C=C(F)C(F)=C7)C1=C(C#N)/C#N
69,O=C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C1=O)C2=C(C1=CC=C3C4=NC5=C(C6=C(OCCO7)C7=C(C(C8=N9)=C%10N=C(C%11=CC=C%12C(N(C%13=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C(C%14=C%11C%12=C%13C=C%14)=NC%10=C(C8=NC(C%15=C%16C%17=C%18C=C%15)=C9C%16=CC=C%17C(N(C%18=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C%19=CC=CC=C%19)S6)C%20=NC%21=C%22C%23=C%24C(C%25=CC=C%24%21)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C%25=O)=O)C=C%23)C3=C(C4=NC5=C(C%26=CC=CC=C%26)C%20=N%22)C=C2
70,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC%13=C%14SC(/C=C%15C(C(C=C(C)C=C%16)=C%16C\%15=C(C#N)/C#N)=O)=C%13)=C%14S%12
71,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)=C8C=C6C5(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC
72,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC(N3CCCCCCCC)=C4C5=C(C6=C(C7=C(C8=C9C(N%10CCCCCCCC)=CC%11=C8C(C(N(C(CCCCC)CCCCC)C%11=O)=O)=C7)C%12=C(C9=C%10C=C%13C(N(C(CCCCC)CCCCC)C%14=O)=O)C%13=C%14C=C%12)C=C(C(N(C(CCCCC)CCCCC)C%15=O)=O)C%16=C%15C=C3C4=C6%16)C=CC1=C52
73,CCCCCCC(C=C1)=CC=C1C2(C(C(SC(/C=C3/C(C(C=C4F)=C(C3=O)C=C4F)=C(C#N)\C#N)=C5)=C5S6)=C6C(S7)=C(O2)C8=C7C9=C(S8)C%10=C(C(C%11=CC=C(CCCCCC)C=C%11)(O9)C%12=CC=C(CCCCCC)C=C%12)C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)\C#N)=O)=C%15)=C%15S%10)C%16=CC=C(CCCCCC)C=C%16
74,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC=C3C4=C(C5=CC(C6=CC=C(C7=CC=C(C8=C9C=C(C%10=CC=C(C%11=CC(C%12=CC=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C%14=C%13C=CC%15=C%12%14)=C(C%15=CC=C%16C(N%17C(CCCCC)CCCCC)=O)C%16=C%11C%17=O)S%10)C=C8)C(C9(CCCCCCCC)CCCCCCCC)=C7)S6)=C(C(N(C(CCCCC)CCCCC)C%18=O)=O)C%19=C%18C=CC3=C5%19)C=CC1=C42
75,O=c(c1=Cc2sc(c3ccc(c4c5cc(c6sc(C=c(c(=O)c7c8cccc7)c8=C(C#N)C#N)cc6)cc4)c(C5(COCCOCCOCC)COCCOCCOCC)c3)cc2)c(cccc9)c9c1=C(C#N)C#N
76,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=CSC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C%14=CSC=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
77,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7CCCCCC)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15CCCCCC)=C%15S%12
78,COC1=CC(C2C3C=CC(OC)=C2)=C(/C3=C4C(C=C(C=CC=C5)C5=C6)=C6C7=C/4C=C8C(C=CC=C8)=C7)C=C1
79,O=C(N(CC(CC)CCCC)C1=O)C2=CC=C3C(C2=C1C=C4OCOC)=C4C5=CC=C(C(N6CC(CC)CCCC)=O)C7=C5C3=C(C8=CC=C(C(C=C9C(N(CC(CC)CCCC)C%10=O)=O)=C%11C%12=C9C%10=CC=C%12C%13=C(OCOC)C=C(C(N(CC(CC)CCCC)C%14=O)=O)C%15=C%14C=CC%11=C%13%15)S8)C=C7C6=O
80,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=CC=C6)=C6C/5=C(C#N)/C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C=C(/C=C%12\C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)\C#N)S%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
81,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC3=C(C4=C5C=CC1C42)C6=C(C7=C3SC8=C(CC(CC)CCCC)C9=C(C(CC(CC)CCCC)=C87)SC%10=C9SC%11=C(CC(CC)CCCC)C(C(SC%12=C%13C(CC(CC)CCCC)=C%14C(C%15=C(C(C=C%16C(N(C(CCCCCC)CCCCCC)C%17=O)=O)=C%18C%19=C%16C%17=CC=C%19C%20=CC=C(C%21=O)C%22C%20=C%18C%15=CC%22C(N%21C(CCCCCC)CCCCCC)=O)S%14)=C%12CC(CC)CCCC)=C%13S%23)=C%23C(CC(CC)CCCC)=C%11%10)C=C%24C%25=C6C5=CC=C%25C(N(C(CCCCCC)CCCCCC)C%24=O)=O
82,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC=C(/C=C(C#N)/C#N)C8=NSN=C87)=C6)(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C4C%11=C2C=C(C%12=CC=C(/C=C(C#N)/C#N)C%13=NSN=C%13%12)S%11
83,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CCCCCCCC)CCCCCCCC)N(CC)C1=S
84,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C6=CC(C(OCC(CC)CCCC)=C(SC(C7=CC=C8C9=C7C=CC=C9C%10=C%11C8=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%12=O)=O)C%11C%12C(CC(C)(C)C)=C%10)=C%13)C%13=C%14OCC(CC)CCCC)=C%14S6)C%15=C5C4=CC=C%15
85,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C(S5)=C(C(S6)=C5C7=C6C(SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C%10)=C%10[Si]7(CCCCCCCC)CCCCCCCC)[Si]4(CCCCCCCC)CCCCCCCC)=C(C#N)/C#N)C=C(F)C(F)=C2
86,O=C1C(C=C(F)C(F)=C2)=C2C(/C1=C/C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=C7SC8=C6SC9=C8C(C(C=C%10)=CC=C%10CCCCCC)(C(C=C%11)=CC=C%11CCCCCC)C%12=C9SC%13=C%12SC%14=C%13C(C(C=C%15)=CC=C%15CCCCCC)(C(C=C%16)=CC=C%16CCCCCC)C%17=C%14SC%18=C%17SC(/C=C%19C(C%20=C(C\%19=C(C#N)/C#N)C=C(C(F)=C%20)F)=O)=C%18)C%21=CC=C(CCCCCC)C=C%21)=C7S4)=C(C#N)/C#N
87,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C(C=C(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)=C7)C8=C%11)=C%11C6(CCCCCCCC)CCCCCCCC)C=C5C4(CCCCCCCC)CCCCCCCC
88,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC(F)=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5
89,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(S3)C(C4=C5)=CC6=C5C7=CC(C(C8=C9SC(/C=C%10/C(C%11=C(C%10=O)C=CC=C%11)=C(C#N)/C#N)=C8)(CCCCCCCC)CCCCCCCC)=C9C=C7C6(CCCCCCCC)CCCCCCCC
90,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=CC=C(/C=C5C(C(C=CC=C6)=C6C\5=C(C#N)\C#N)=O)[Se]4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=CC=C(/C=C%12/C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)/C#N)[Se]%11)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
92,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(C4=CC=C(CCCCCCCC)S4)C(SC5=C6N(CC(CC)CCCC)C7=C5C8=NSN=C8C9=C7N(CC(CC)CCCC)C%10=C9SC%11=C%10SC(/C=C%12/C(C%13=C(C%12=O)C=C(F)C(F)=C%13)=C(C#N)\C#N)=C%11C%14=CC=C(CCCCCCCC)S%14)=C6S3
93,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCC)C=C6)(C7=CC=C(CCC)C=C7)C8=C4SC9=C8C(CCCCCCCCCCCC)=C%10SC%11=C(C%10=C9CCCCCCCCCCCC)C(C%12=CC=C(CCC)C=C%12)(C%13=CC=C(CCC)C=C%13)C%14=C%11SC%15=C%14SC(/C=C%16C(C(C=CC=C%17)=C%17C\%16=C(C#N)\C#N)=O)=C%15)=C5S3
94,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=C(OCC(CC)CCCC)C=C(/C=C8C(C(C=CC(F)=C9)=C9C\8=C(C#N)\C#N)=O)S7)=C6)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C=C(C%13=C(OCC(CC)CCCC)C=C(/C=C%14C(C(C=CC(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)S%13)S%12
95,O=C(/C(S/1)=C/C2=CC=C(C(C=C3)=CC4=C3C5=CC=C(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C68)C=C5C49C(C=CC(OCCCCCCCC)=C%10)=C%10C%11=CC(OCCCCCCCC)=CC=C%119)C%12=NSN=C2%12)N(CC)C1=C(C#N)/C#N
96,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(C4=CC=CC=C4CCCCCC)C(SC5=C6N(CC(CC)CCCC)C7=C5C8=NSN=C8C9=C7N(CC(CC)CCCC)C%10=C9SC%11=C%10SC(/C=C%12/C(C%13=C(C%12=O)C=C(F)C(F)=C%13)=C(C#N)\C#N)=C%11C%14=CC=CC=C%14CCCCCC)=C6S3
97,O=C1C2=C(C=CC=C2)C(/C1=C\C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=C6SC7=C(C(C=C8)=CC=C8SCC(CCCC)CC)C9=C(C(C%10=CC=C(C=C%10)SCC(CC)CCCC)=C57)SC(C%11=C%12C=C(/C=C%13\C(C(C=CC=C%14)=C%14C%13=O)=C(C#N)/C#N)S%11)=C9C%12(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)=C6S3)=C(C#N)\C#N
98,O=C(/C(S/1)=C/C(S2)=C3C(C=C(C(OCC(CC)CCCC)=O)S3)=C2C(S4)=CC5=C4C6=CC(C(CCCCCC)(CCCCCC)C7=C8SC(C9=C(C=C(C(OCC(CC)CCCC)=O)S%10)C%10=C(/C=C(S/%11)/C(N(CC)C%11=C(C#N)/C#N)=O)S9)=C7)=C8C=C6C5(CCCCCC)CCCCCC)N(CC)C1=C(C#N)\C#N
99,O=C(C/1=C\C2=CC(SC3=C4C(C5=CSC(CCCCCC)=C5)(C6=CC=C(S6)CCCCCC)C7=CC8=C(C(C9=CC=C(S9)CCCCCC)(C%10=CC=C(S%10)CCCCCC)C%11=C8SC%12=C%11SC(/C=C%13C(C%14=C(C\%13=C(C#N)/C#N)C=C(F)C=C%14)=O)=C%12)C=C37)=C4S2)C%15=C(C1=C(C#N)/C#N)C=CC(F)=C%15
100,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C(C=C5C(C(C=C(F)C(F)=C6)=C6/C5=C(C#N)/C#N)=O)=CS4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C(/C=C%12\C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)\C#N)=CS%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
101,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C9=C(C)SC=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C%14=C(C)SC=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12
103,O=C1C(C=C(F)C(F)=C2)=C2C(/C1=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4SC9=C8C=C(SC%10=C%11C(C%12=CC=C(CCCCCC)C=C%12)(C%13=CC=C(CCCCCC)C=C%13)C%14=C%10SC%15=C%14SC(/C=C%16/C(C%17=C(C=C(F)C(F)=C%17)C%16=O)=C(C#N)\C#N)=C%15)C%11=C9)=C5S3)=C(C#N)/C#N
104,O=C1C(C=C(F)C=C2)=C2C(/C1=C/C(S3)=CC(S4)=C3C5=C4C(C=C(C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C9SC%10=C8N(CCCCCCCC)C%11=C%10SC(/C=C%12C(C%13=C(C\%12=C(C#N)/C#N)C=CC(F)=C%13)=O)=C%11)C9=C%14)=C%14C5(C%15=CC=C(CCCCCC)C=C%15)C%16=CC=C(CCCCCC)C=C%16)=C(C#N)/C#N
105,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=CC=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)[Se]4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=CC=C(/C=C%12/C(C%13=C(C%12=O)C=C(F)C(F)=C%13)=C(C#N)/C#N)[Se]%11)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8
106,O=C(N(C(CC)CC)C1=O)C2=CC=C3C4=C(C5=C(N6CC(CC)CCCC)C=C(C(N(C(CC)CC)C7=O)=O)C8=C7C=C(C9=CC%10=C%11C(C%12=C(N%13CC(CC)CCCC)C=C%11C(N(C(CC)CC)C%10=O)=O)=C9C%14=CC=C(C(N(C(CC)CC)C%15=O)=O)C%16=C%15C=C%13C%12=C%14%16)C3=C58)C6=CC1=C42
107,O=C(N1C2=CC(C(CCCCCC)(CCCCCC)C3C4C=CC=C3)=C4C=C2)C(C5=C6C=CC=C5C1=O)=CC=C6C#CC(S7)=C(CCCCCC)C=C7C(C8=NSN=C98)=CC%10=C9C=C(C%11=CC(CCCCCC)=C(C#CC%12=CC=C%13C(N(C(C%14=CC=CC%12=C%14%13)=O)C(C=C%15)=CC%16=C%15C%17C=CC=CC%17C%16(CCCCCC)CCCCCC)=O)S%11)C%18=NSN=C%10%18
108,CCCCCCC1=CC(C2(C3=CC(CCCCCC)=CC=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=CC(CCCCCC)=C%10)C%11=CC(CCCCCC)=CC=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12)=CC=C1
109,CCCCC(CC)CN(C1=O)C(C2=CC=CC(C2=C1C=C3)=C3C(S4)=CC=C4C(C5=NSN=C5C(C6=CC=C(C7=CC=C(C(N8CC(CC)CCCC)=O)C9=C7C=CC=C9C8=O)S6)=C%10C(N%11CC(CC)CCCC)=O)=C%10C%11=O)=O
110,O=C1C2=C(C3=CC=CS3)C4=C(N=C5C(C6=CC=C7C8=C6C5=CC=C8C(N(CC(CC)CCCC)C7=O)=O)=N4)C(C9=CC=CS9)=C2C(N1CC(CC)CCCC)=O
111,O=C(/C(S/1)=C/C(S2)=C(CCCCCCCC)C=C2C(C=C3)=CC4=C3C5=CC=C(C6=CC(CCCCCCCC)=C(/C=C7S/C(N(CCCCCCCC)C\7=O)=C(C#N)/C#N)S6)C=C5C84C9=CC(C%10=CC(CCCCCCCC)=C(/C=C%11S/C(N(CCCCCCCC)C\%11=O)=C(C#N)/C#N)S%10)=CC=C9C%12=C8C=C(C%13=CC(CCCCCCCC)=C(/C=C%14S/C(N(CCCCCCCC)C\%14=O)=C(C#N)/C#N)S%13)C=C%12)N(CCCCCCCC)C1=C(C#N)/C#N
112,O=C(C(C=C(F)C(OC)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CC)CCCC)CC(CC)CCCC)=C(S3)C5=C4C=C(S5)C6=C(F)C=C(C(S7)=CC8=C7C(SC(/C=C9C(C(C=C(OC)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CC(CC)CCCC)CC(CC)CCCC)C(F)=C6
113,O=C1C(C=C(F)C(F)=C2)=C2C(/C1=C/C3=CSC4=C3SC5=C4C(C6=CC=C(CCCCCC)C=C6)(C7=C5SC8=C7SC9=C8C(C(C=C%10)=CC=C%10CCCCCC)(C(C=C%11)=CC=C%11CCCCCC)C%12=C9SC%13=C%12SC%14=C%13C(C(C=C%15)=CC=C%15CCCCCC)(C(C=C%16)=CC=C%16CCCCCC)C%17=C%14SC%18=C%17SC(/C=C%19C(C%20=C(C\%19=C(C#N)/C#N)C=C(C(F)=C%20)F)=O)=C%18)C%21=CC=C(CCCCCC)C=C%21)=C(C#N)/C#N
114,O=C1C(C=C(F)C(F)=C2)=C2C(/C1=C/C(S3)=CC4=C3C5=C(C6=C(S7)C(C(C(C8=CC=C(CCCCCC)C=C8)9C%10=CC=C(CCCCCC)C=C%10)=C7C%11=C9C=C(/C=C%12/C(C%13=C(C=C(F)C(F)=C%13)C%12=O)=C(C#N)\C#N)S%11)=C(C%14=C6S5)SC%15=C%14C(C%16=C%15SC(/C=C%17/C(C%18=C(C=C(F)C(F)=C%18)C%17=O)=C(C#N)\C#N)=C%16)(C%19=CC=C(CCCCCC)C=C%19)C%20=CC=C(CCCCCC)C=C%20)C(C%21=CC=C(CCCCCC)C=C%21)4C%22=CC=C(CCCCCC)C=C%22)=C(C#N)/C#N
115,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=CC(CCCCCC)=C%12)C%13=CC(CCCCCC)=CC=C%13)=C8C=C6C(C%14=CC(CCCCCC)=CC=C%14)5C%15=CC=CC(CCCCCC)=C%15
116,O=C(C(C=CC(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4=C5C(C6=CC=C(CCCCCC)C=C6)(C7=CC=C(CCCCCC)C=C7)C8=C4SC9=C8SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC%14=C%13SC(/C=C%15C(C(C=CC(Cl)=C%16)=C%16C\%15=C(C#N)\C#N)=O)=C%14)=C5S3
117,O=C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C1=O)C2=C(C1=CC=C3C4=NC5=C(C6=CC=C(C(C7=N8)=C9N=C(C%10=CC=C%11C(N(C%12=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C(C%13=C%10C%11=C%12C=C%13)=NC9=C(C7=NC(C%14=C%15C%16=C%17C=C%14)=C8C%15=CC=C%16C(N(C%17=O)CC(CCCCCCCCCCCC)CCCCCCCCCC)=O)C%18=CC=CC=C%18)[Se]6)C%19=NC%20=C%21C%22=C%23C(C%24=CC=C%23%20)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C%24=O)=O)C=C%22)C3=C(C4=NC5=C(C%25=CC=CC=C%25)C%19=N%21)C=C2
118,CCCCC(CN1C2=C(C3=C1C(SC(/C=C4/C(C5=C(C4=O)C=CC=C5)=C(C#N)/C#N)=C6)=C6S3)C7=NN(N=C7C8=C2N(C9=C8SC%10=C9SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%10)CC(CCCC)CC)CC(CCCC)CC)CC
119,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(/C=C7C(C8=CSC=C8C\7=C(C#N)\C#N)=O)=C6)(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C4C%11=C2C=C(C=C%12C(C%13=CSC=C%13/C%12=C(C#N)\C#N)=O)S%11
120,CCC[Si]1(CCC)C2=C(SC(C3=CC=C(F)C=C3)=C2)C4=C1C=C(C5=CC=C(/C=C(C#N)/C#N)C6=NSN=C56)S4
121,O=C1C2=C(C(/C1=C/C3=CC(SC4=CC5=C6C7=C(C5(CC(CCCC)CCCCCC)CC(CCCC)CCCCCC)C8=C(C=C9SC%10=C(C9=C8)SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10)C7(CC(CCCC)CCCCCC)CC(CCCC)CCCCCC)=C(C4=C6)S3)=C(C#N)\C#N)C=C(F)C(F)=C2
122,O=C1C2=C(C=CC(C3=CC=C(C4=C(C=CC=C5C(N(CCC(CCCCCC)CCCCCCCC)C6=O)=O)C5=C6C=C4)S3)=C2)C7=CC=C(C8=CC=C(C9=C(C=CC=C%10C(N(CCC(CCCCCC)CCCCCCCC)C%11=O)=O)C%10=C%11C=C9)S8)C=C71
